address,success,time,society,unit,locality,road,city,error
f0c8367a-0a1f-5399-0835-d8ef23e84c9b,True,7.544178485870361,,f0c8367a-0a1f-5399-0835-d8ef23e84c9b,,,,
c2eb32f7-90bd-7fe3-2868-dfadb9fa365a,True,0.05801868438720703,,c2eb32f7-90bd-7fe3-2868-dfadb9fa365a,,,,
ff6a1b05-1de4-c192-4598-3db9f77a408d,True,0.05550527572631836,,ff6a1b05-1de4-c192-4598-3db9f77a408d,,,,
17e75c7b-f00c-325f-04c1-7385df63b379,True,0.057001590728759766,,17e75c7b-f00c-325f-04c1-7385df63b379,,,,
79d7b034-53cf-3b76-f9aa-f57ef5d7eb53,True,0.05401039123535156,,79d7b034-53cf-3b76-f9aa-f57ef5d7eb53,,,,
3e2c0410-1dee-aef6-8920-034bc9568080,True,0.05398917198181152,,3e2c0410-1dee-aef6-8920-034bc9568080,,,,
f6c4c4d0-9129-ff55-c60e-941885bcc229,True,0.06299877166748047,,f6c4c4d0-9129-ff55-c60e-941885bcc229,,,,
bfcdabda-194b-dff1-fbb6-b38c2c1bc0d5,True,0.06099963188171387,,,,,,
6dc4f4d1-6e64-4c96-bc21-e7a17b1d597f,True,0.05999588966369629,,6dc4f4d1-6e64-4c96-bc21-e7a17b1d597f,,,,
dd0e588f-5504-cdb1-10a4-a95c482d6eaa,True,0.062000274658203125,,dd0e588f-5504-cdb1-10a4-a95c482d6eaa,,,,
61810b61-44bb-11e2-e2c3-5877ac3d7557,True,0.054003238677978516,,61810b61-44bb-11e2-e2c3-5877ac3d7557,,,,
d3482b5d-b7bc-942f-74df-224ea37caf08,True,0.05299830436706543,,d3482b5d-b7bc-942f-74df-224ea37caf08,,,,
bfadab59-74e9-7568-9391-90f3d720d663,True,0.05500316619873047,,,,,,
8854d96d-e8e4-af41-4dfa-19b258b73242,True,0.05399513244628906,,8854d96d-e8e4-af41-4dfa-19b258b73242,,,,
9f1bad2f-0b60-63cf-5c7c-8cf4f7e222a7,True,0.062000274658203125,,9f1bad2f-0b60-63cf-5c7c-8cf4f7e222a7,,,,
57df66c9-3028-a921-b647-fd1759af3039,True,0.054000139236450195,,57df66c9-3028-a921-b647-fd1759af3039,,,,
112fc384-8d50-09f0-bd59-b2bb1e08fa7e,True,0.052013397216796875,,112fc384-8d50-09f0-bd59-b2bb1e08fa7e,,,,
a90aaacc-b726-6aaa-fb52-d1427635c6df,True,0.05498814582824707,,a90aaacc-b726-6aaa-fb52-d1427635c6df,,,,
c1fb6b0c-dd4f-929d-ebfc-63e39183d182,True,0.0599973201751709,,c1fb6b0c-dd4f-929d-ebfc-63e39183d182,,,,
7a8d87b0-2c45-e2a0-9447-a144a656665d,True,0.058002471923828125,,7a8d87b0-2c45-e2a0-9447-a144a656665d,,,,
